last contact date,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,target
2010-08-12,32,management,single,tertiary,no,3283,no,no,cellular,623,2,191,2,success,yes
2009-05-13,31,technician,single,tertiary,no,279,yes,no,,198,1,-1,0,,no
2010-05-27,39,management,married,secondary,no,1072,yes,no,,1168,2,-1,0,,no
2008-05-08,36,admin.,divorced,secondary,no,496,no,no,,269,3,-1,0,,no
2010-05-23,28,blue-collar,single,secondary,no,56,yes,no,,66,1,-1,0,,no
2009-06-12,39,management,single,secondary,no,120,no,no,,66,1,-1,0,,no
2010-08-05,50,services,married,secondary,no,486,yes,no,cellular,203,2,-1,0,,no
2009-07-21,29,technician,married,secondary,no,-910,yes,no,cellular,260,1,-1,0,,no
2009-11-18,41,entrepreneur,married,primary,no,0,yes,yes,cellular,311,1,-1,0,,no
2010-07-14,43,blue-collar,married,secondary,no,500,yes,no,cellular,324,2,-1,0,,no
2008-01-18,64,retired,married,secondary,no,588,no,no,cellular,366,1,91,2,failure,yes
2010-05-14,34,blue-collar,single,secondary,yes,-115,yes,no,,360,1,-1,0,,no
2008-05-13,31,blue-collar,married,primary,no,81,yes,no,,245,4,-1,0,,no
2008-11-20,33,management,married,tertiary,no,3401,no,no,cellular,253,1,-1,0,,yes
2008-06-03,47,blue-collar,divorced,primary,no,126,yes,no,,2456,2,-1,0,,yes
2010-04-24,33,services,single,tertiary,no,692,no,no,cellular,86,1,-1,0,,no
2009-11-11,40,management,married,tertiary,no,9366,no,no,cellular,69,3,-1,0,,yes
2009-09-06,79,student,divorced,tertiary,no,11286,yes,no,telephone,3991,43,848,86,failure,yes
2009-05-12,34,technician,married,secondary,no,439,yes,no,cellular,347,1,-1,0,,no
2009-07-18,32,management,married,tertiary,no,273,yes,yes,cellular,97,3,-1,0,,no
2009-01-28,54,blue-collar,married,,no,310,yes,no,telephone,526,4,258,3,other,no
2010-04-16,42,admin.,single,secondary,no,734,yes,no,cellular,332,2,317,3,failure,no
2010-09-02,53,blue-collar,married,secondary,no,1797,yes,no,cellular,128,3,94,5,other,no
2008-07-21,35,management,single,tertiary,no,-324,no,yes,cellular,985,11,-1,0,,yes
2010-06-16,50,blue-collar,married,,no,0,no,no,,599,3,-1,0,,no
2010-02-17,62,retired,married,,no,800,no,no,cellular,737,1,-1,0,,yes
2010-07-17,50,blue-collar,married,primary,no,216,yes,no,cellular,195,3,-1,0,,no
2009-04-12,69,retired,married,primary,no,2398,no,no,cellular,161,1,186,1,failure,no
2009-08-22,55,blue-collar,married,,no,890,no,no,cellular,1329,2,-1,0,,yes
2008-04-07,20,student,single,,no,8860,no,no,cellular,98,2,-1,0,,no
2009-11-19,31,technician,married,secondary,no,793,no,no,cellular,755,1,-1,0,,no
2009-12-18,57,retired,married,secondary,no,1841,no,no,cellular,127,2,196,1,success,no
2010-07-28,35,unemployed,married,secondary,no,1,yes,no,cellular,173,8,-1,0,,no
2009-08-27,47,technician,divorced,secondary,no,598,no,no,cellular,120,8,-1,0,,no
2008-05-06,52,services,divorced,secondary,no,238,yes,no,cellular,101,1,362,5,other,no
2009-06-20,52,management,divorced,tertiary,no,-297,yes,no,,11,21,-1,0,,no
2008-05-19,37,technician,married,secondary,no,1633,yes,no,,229,3,-1,0,,no
2009-08-07,54,management,married,tertiary,no,3395,no,no,cellular,199,2,-1,0,,no
2010-07-07,27,blue-collar,single,secondary,no,77,no,yes,cellular,497,1,-1,0,,no
2010-11-21,39,technician,divorced,secondary,no,566,no,no,cellular,46,7,-1,0,,no
2009-06-06,41,blue-collar,married,primary,no,1461,yes,no,,554,2,-1,0,,yes
2008-05-27,29,blue-collar,divorced,primary,no,2597,yes,no,,112,3,-1,0,,no
2008-02-05,27,housemaid,single,primary,no,494,no,no,cellular,16,10,-1,0,,no
2009-07-29,56,retired,divorced,secondary,no,-82,no,yes,cellular,234,6,-1,0,,no
2010-07-09,33,management,single,tertiary,no,191,no,yes,telephone,25,1,-1,0,,no
2010-01-28,32,admin.,married,secondary,no,3473,no,no,cellular,112,1,-1,0,,no
2009-08-04,57,blue-collar,married,secondary,no,166,no,no,cellular,58,1,-1,0,,no
2008-05-13,32,services,married,secondary,no,413,yes,no,telephone,67,1,365,1,failure,no
2009-02-11,33,unemployed,married,secondary,no,1211,no,no,cellular,535,1,188,1,success,yes
2010-07-23,56,blue-collar,married,secondary,no,527,no,yes,telephone,122,4,-1,0,,no
2009-05-07,31,admin.,married,secondary,no,799,yes,no,cellular,556,3,-1,0,,no
2010-05-13,37,blue-collar,divorced,secondary,no,719,yes,no,cellular,118,1,365,1,failure,no
2008-06-02,50,blue-collar,married,primary,no,3764,no,no,telephone,108,4,-1,0,,no
2008-02-04,37,blue-collar,married,primary,no,175,yes,yes,cellular,430,2,272,3,other,no
2009-07-24,40,technician,married,secondary,no,203,yes,no,cellular,328,1,-1,0,,no
2008-05-27,27,admin.,married,secondary,no,132,yes,no,,21,1,-1,0,,no
2008-08-13,48,technician,single,secondary,no,434,no,no,cellular,183,1,-1,0,,no
2009-09-09,35,management,married,tertiary,no,2161,no,no,cellular,569,3,-1,0,,yes
2008-11-18,40,services,divorced,secondary,no,1155,no,yes,cellular,175,1,138,1,failure,no
2008-07-11,59,retired,married,secondary,no,3812,yes,no,telephone,498,2,-1,0,,no
2010-08-27,44,management,single,tertiary,no,639,no,no,cellular,69,12,-1,0,,no
2008-11-19,32,admin.,single,secondary,no,8619,yes,no,cellular,267,2,-1,0,,no
2008-11-21,33,entrepreneur,married,tertiary,no,87,yes,yes,cellular,141,4,-1,0,,no
2008-11-21,46,management,married,tertiary,no,39,yes,yes,cellular,64,1,-1,0,,no
2009-05-11,33,housemaid,married,secondary,no,826,yes,no,cellular,256,1,-1,0,,no
2008-05-08,40,technician,single,secondary,no,287,yes,no,cellular,69,1,298,3,failure,no
2010-04-20,37,technician,single,secondary,no,1012,yes,no,cellular,218,4,-1,0,,no
2009-06-09,37,blue-collar,married,primary,no,351,no,no,,108,1,-1,0,,no
2009-11-21,38,technician,divorced,secondary,no,8,no,no,cellular,181,1,-1,0,,no
2008-07-29,52,blue-collar,married,secondary,no,594,no,no,telephone,178,2,-1,0,,no
2009-05-13,34,technician,single,tertiary,no,2,yes,no,,60,2,-1,0,,no
2010-06-20,39,blue-collar,divorced,primary,no,4168,yes,no,,172,3,-1,0,,no
2010-11-19,46,services,divorced,secondary,no,15,no,no,cellular,314,3,-1,0,,no
2009-11-18,35,entrepreneur,married,secondary,no,1309,yes,no,cellular,73,3,-1,0,,no
2010-03-03,93,entrepreneur,married,secondary,no,31111,no,no,cellular,3414,10,116,196,success,no
2010-06-20,38,management,married,tertiary,no,0,yes,no,,211,2,-1,0,,no
2010-05-13,37,blue-collar,married,secondary,no,198,yes,no,cellular,156,5,369,2,failure,no
2010-05-22,44,technician,married,secondary,no,2981,yes,yes,cellular,106,1,101,2,failure,no
2010-12-09,90,student,divorced,primary,no,17906,yes,no,telephone,1052,12,591,156,other,no
2010-05-11,37,admin.,divorced,secondary,no,246,yes,no,cellular,288,1,360,2,failure,no
2010-06-19,54,retired,married,secondary,no,6449,no,no,,487,1,-1,0,,no
2009-05-29,26,technician,single,tertiary,no,77,yes,no,,125,2,-1,0,,no
2010-05-27,42,management,married,tertiary,no,261,no,no,cellular,207,5,-1,0,,no
2009-07-11,53,management,married,tertiary,no,-670,no,yes,cellular,86,2,-1,0,,no
2008-08-05,45,blue-collar,married,primary,no,678,no,no,cellular,104,3,-1,0,,no
2010-01-28,27,technician,single,secondary,no,42,no,no,cellular,251,1,-1,0,,no
2009-08-25,36,technician,single,secondary,no,351,no,no,cellular,88,3,-1,0,,no
2009-08-19,45,admin.,married,secondary,no,740,no,yes,cellular,109,2,-1,0,,no
2008-05-06,43,management,divorced,tertiary,no,1,yes,no,,306,1,-1,0,,no
2008-07-31,39,management,married,tertiary,no,55,no,no,cellular,216,4,-1,0,,no
2010-07-31,34,technician,single,tertiary,no,-554,yes,yes,cellular,68,3,-1,0,,no
2010-10-22,66,unemployed,divorced,primary,no,98981,no,no,cellular,1340,10,234,207,success,yes
2008-09-03,85,entrepreneur,married,tertiary,no,65386,no,yes,cellular,4744,49,505,2,other,yes
2008-11-18,46,management,married,primary,no,1267,yes,yes,cellular,187,2,-1,0,,no
2009-05-12,55,technician,married,secondary,no,276,yes,no,,486,1,-1,0,,no
2010-07-30,36,admin.,single,secondary,no,1328,no,no,cellular,69,9,-1,0,,no
2009-10-16,87,self-employed,married,tertiary,no,76309,no,no,cellular,2158,52,631,218,other,yes
2009-02-03,53,technician,married,secondary,no,5797,yes,no,cellular,267,4,-1,0,,no
2008-07-16,31,services,single,secondary,no,85,no,no,cellular,151,1,-1,0,,no
2010-07-18,40,retired,married,primary,no,-407,yes,no,cellular,905,3,-1,0,,no
2010-06-19,44,technician,married,,no,1127,yes,no,,118,4,-1,0,,no
2009-02-03,72,retired,married,primary,no,2600,no,no,cellular,443,2,82,3,success,yes
2009-11-16,27,blue-collar,single,secondary,no,535,no,no,cellular,183,1,94,1,success,yes
2008-03-06,49,housemaid,single,primary,yes,77043,yes,yes,telephone,2875,29,8,148,other,yes
2009-11-19,30,management,married,tertiary,no,86,yes,yes,cellular,155,1,97,2,other,no
2008-05-13,40,services,divorced,secondary,no,282,yes,no,cellular,240,1,300,1,failure,no
2008-06-03,49,admin.,single,secondary,no,-1193,yes,yes,,73,1,-1,0,,no
2008-07-17,47,management,married,,no,555,yes,no,cellular,179,1,-1,0,,no
2010-05-28,31,admin.,married,secondary,no,728,yes,yes,,104,4,-1,0,,no
2009-05-12,35,technician,married,tertiary,no,1473,yes,no,,84,3,-1,0,,no
2008-04-30,57,retired,married,tertiary,no,478,no,no,cellular,70,1,84,1,failure,no
2009-05-11,40,blue-collar,married,secondary,no,-438,no,no,cellular,1017,1,-1,0,,yes
2008-05-07,26,management,single,tertiary,no,114,yes,no,cellular,457,1,-1,0,,yes
2010-05-23,31,unemployed,single,tertiary,no,1611,yes,no,,154,2,-1,0,,no
2008-07-21,26,blue-collar,married,secondary,no,622,yes,no,cellular,471,2,-1,0,,no
2008-05-28,28,services,single,secondary,no,2921,yes,no,,136,1,-1,0,,no
2008-07-31,53,entrepreneur,married,tertiary,no,17410,no,no,cellular,59,6,-1,0,,no
2010-04-01,38,admin.,single,secondary,no,10,no,no,cellular,117,1,-1,0,,no
2008-05-09,42,blue-collar,married,primary,no,479,yes,no,,391,2,-1,0,,no
2009-08-12,31,management,married,tertiary,no,1575,no,no,cellular,178,4,-1,0,,no
2008-12-28,88,unemployed,single,tertiary,yes,28954,no,yes,telephone,2219,53,472,213,failure,yes
2008-07-07,57,technician,married,secondary,no,0,no,no,cellular,236,1,-1,0,,no
2009-08-06,36,management,divorced,tertiary,yes,36,no,no,cellular,836,4,-1,0,,yes
2008-07-15,40,management,married,tertiary,no,-37,no,yes,cellular,408,4,-1,0,,no
2010-05-13,33,technician,married,secondary,no,668,yes,yes,cellular,771,2,173,4,other,no
2010-02-02,34,unemployed,divorced,tertiary,no,182,yes,no,cellular,170,1,-1,0,,no
2008-06-19,59,entrepreneur,married,primary,no,0,no,no,,239,1,-1,0,,no
2010-10-04,20,unemployed,divorced,primary,yes,72854,no,yes,telephone,2955,49,530,87,success,no
2008-11-19,44,entrepreneur,married,secondary,no,2878,yes,no,telephone,125,3,-1,0,,no
2010-03-18,83,retired,married,secondary,no,0,no,no,cellular,140,10,-1,0,,no
2008-08-11,31,management,single,tertiary,no,15,no,no,cellular,119,2,-1,0,,no
2009-05-18,30,blue-collar,married,primary,no,-5,yes,no,cellular,518,2,-1,0,,no
2010-05-19,32,blue-collar,married,primary,no,424,yes,no,,313,2,-1,0,,no
2009-08-19,55,management,married,tertiary,no,2537,no,no,cellular,97,5,-1,0,,no
2010-01-28,47,technician,married,secondary,no,459,no,no,cellular,226,1,-1,0,,no
2008-05-25,31,admin.,single,secondary,no,554,yes,no,cellular,97,3,103,2,failure,no
2009-01-29,26,blue-collar,single,secondary,no,2613,no,no,cellular,435,2,-1,0,,no
2010-05-28,45,services,married,secondary,no,692,yes,no,,506,2,-1,0,,no
2010-05-30,55,management,divorced,primary,no,3629,yes,no,,87,1,-1,0,,no
2010-06-19,25,student,single,secondary,no,722,yes,no,,172,1,-1,0,,no
2010-08-17,36,entrepreneur,married,secondary,no,-280,no,no,,6,1,-1,0,,no
2010-09-26,67,student,married,tertiary,no,25718,no,no,cellular,2876,57,236,241,other,yes
2008-04-17,38,blue-collar,married,secondary,no,4771,yes,no,cellular,217,1,-1,0,,no
2008-05-15,34,blue-collar,divorced,primary,no,390,yes,no,cellular,372,2,371,2,success,no
2008-05-11,50,admin.,divorced,secondary,no,-458,yes,no,cellular,294,2,-1,0,,no
2008-04-15,32,technician,single,secondary,no,674,yes,yes,cellular,169,1,316,3,failure,no
2008-06-20,38,management,divorced,tertiary,no,155,yes,no,,25,26,-1,0,,no
2009-05-28,42,services,married,secondary,no,-262,no,no,,114,3,-1,0,,no
2009-11-20,34,entrepreneur,married,tertiary,no,368,no,yes,cellular,366,4,-1,0,,no
2008-05-11,37,admin.,single,secondary,no,20,yes,no,cellular,207,1,370,1,failure,no
2009-09-04,30,management,single,tertiary,no,1675,no,no,cellular,181,1,-1,0,,no
2010-05-06,37,admin.,married,tertiary,no,828,yes,no,cellular,206,2,342,1,failure,no
2010-04-13,39,admin.,married,secondary,no,201,yes,no,cellular,263,3,-1,0,,no
2010-05-07,28,services,single,secondary,no,6332,yes,no,telephone,149,1,343,4,failure,no
2010-06-04,60,retired,married,primary,no,55,no,no,cellular,207,1,-1,0,,no
2009-01-06,72,self-employed,single,secondary,no,71151,no,no,cellular,4650,16,611,60,success,yes
2010-04-14,27,self-employed,married,tertiary,no,10005,yes,no,cellular,163,3,271,2,failure,no
2008-01-30,44,management,single,tertiary,no,780,yes,no,cellular,511,2,-1,0,,no
2008-07-02,45,management,married,tertiary,no,1309,no,no,cellular,367,1,-1,0,,yes
2008-05-07,31,management,divorced,tertiary,no,0,yes,no,,953,3,-1,0,,no
2008-04-30,20,student,single,secondary,no,502,no,no,cellular,261,1,-1,0,,yes
2010-05-29,36,management,single,tertiary,no,6450,yes,no,,101,1,-1,0,,no
2008-05-11,36,blue-collar,divorced,primary,yes,0,yes,no,cellular,97,2,305,1,failure,no
2009-07-25,35,management,married,tertiary,no,972,yes,yes,cellular,23,16,-1,0,,no
2009-06-20,43,blue-collar,married,primary,no,377,no,yes,,11,5,-1,0,,no
2008-05-21,39,blue-collar,married,primary,no,2003,yes,no,,229,2,-1,0,,no
2010-05-14,30,blue-collar,married,primary,no,1480,yes,no,,360,2,-1,0,,no
2008-06-25,47,retired,married,primary,no,-468,no,yes,,268,1,-1,0,,no
2009-08-11,31,admin.,married,tertiary,no,323,no,no,cellular,120,3,-1,0,,no
2009-05-12,33,blue-collar,single,secondary,no,38,yes,no,telephone,139,4,371,1,other,no
2009-10-29,30,student,married,secondary,no,23726,yes,yes,cellular,2880,43,79,235,success,yes
2008-08-08,30,management,single,tertiary,no,940,no,no,cellular,131,2,-1,0,,no
2010-05-04,35,unemployed,married,secondary,no,977,yes,no,cellular,52,4,91,1,other,no
2010-05-29,41,,single,secondary,no,646,yes,no,,40,2,-1,0,,no
2008-11-18,45,entrepreneur,married,secondary,no,128,no,yes,cellular,275,2,-1,0,,no
2009-06-06,58,entrepreneur,married,primary,no,52499,no,no,,198,2,-1,0,,no
2010-05-16,53,technician,single,secondary,no,708,yes,no,,631,3,-1,0,,no
2008-05-09,31,blue-collar,married,secondary,no,-13,yes,no,,260,3,-1,0,,no
2009-02-05,29,entrepreneur,single,tertiary,no,54,no,no,cellular,251,3,-1,0,,no
2009-11-17,58,admin.,married,,no,0,yes,no,cellular,219,1,186,2,failure,no
2008-04-15,70,retired,married,,no,853,no,no,cellular,120,1,-1,0,,no
2010-08-20,41,technician,divorced,secondary,no,75,no,no,cellular,351,2,-1,0,,no
2010-08-18,45,technician,married,secondary,no,376,no,yes,cellular,86,2,-1,0,,no
2009-08-27,31,technician,divorced,secondary,no,24,no,yes,cellular,352,2,-1,0,,no
2010-05-06,48,admin.,married,secondary,no,3754,yes,no,,249,3,-1,0,,no
2010-07-22,31,management,single,tertiary,no,4331,yes,no,cellular,318,1,-1,0,,no
2010-06-01,42,management,divorced,tertiary,no,0,no,no,cellular,450,1,196,1,failure,no
2008-07-30,58,retired,married,primary,no,10628,no,no,cellular,189,4,-1,0,,no
2008-06-17,36,self-employed,single,secondary,no,652,no,no,,187,1,-1,0,,no
2009-05-23,33,management,married,,no,18347,yes,no,,415,1,-1,0,,no
2009-08-13,54,services,married,secondary,no,6376,no,no,cellular,274,3,-1,0,,no
2010-12-26,52,self-employed,divorced,primary,no,72001,yes,no,cellular,4103,50,474,2,failure,no
2008-05-26,34,housemaid,married,tertiary,no,0,no,no,cellular,141,1,188,1,failure,no
2010-03-30,83,entrepreneur,single,tertiary,no,80791,no,yes,telephone,1296,46,405,4,other,no
2008-05-06,47,entrepreneur,married,,no,209,yes,no,,135,2,-1,0,,no
2008-11-20,32,technician,single,tertiary,no,2185,no,no,cellular,354,2,-1,0,,no
2008-06-02,49,management,married,tertiary,no,5887,no,no,cellular,181,3,293,2,failure,yes
2008-05-27,32,management,married,tertiary,no,3809,yes,no,,50,5,-1,0,,no
2010-08-19,47,technician,divorced,secondary,no,191,no,no,cellular,228,5,-1,0,,no
2010-05-05,42,admin.,married,secondary,no,445,yes,no,,67,1,-1,0,,no
2009-05-21,31,blue-collar,single,primary,no,216,yes,no,,565,1,-1,0,,yes
2010-05-26,53,technician,divorced,secondary,no,1252,yes,no,,149,1,-1,0,,no
2008-05-15,39,blue-collar,married,primary,no,49,yes,no,cellular,259,1,-1,0,,no
2010-08-21,42,technician,married,secondary,no,5,no,no,cellular,98,2,-1,0,,no
2010-01-29,42,unemployed,single,primary,no,5717,no,no,cellular,70,2,-1,0,,no
2010-02-06,32,management,single,tertiary,no,2770,no,no,telephone,44,9,-1,0,,no
2009-11-19,40,technician,married,tertiary,no,1759,yes,no,cellular,87,2,-1,0,,no
2008-05-06,43,blue-collar,married,secondary,no,-509,yes,no,,124,1,-1,0,,no
2010-02-27,33,admin.,single,secondary,no,607,no,no,cellular,110,2,-1,0,,yes
2010-08-18,58,housemaid,married,secondary,no,519,no,no,cellular,251,4,-1,0,,no
2008-08-07,42,technician,single,secondary,no,77,no,yes,cellular,152,2,-1,0,,no
2010-08-18,31,management,single,tertiary,no,4247,no,no,cellular,131,3,-1,0,,no
2008-10-08,29,admin.,single,secondary,no,3528,no,no,cellular,137,1,-1,0,,yes
2010-05-05,51,blue-collar,divorced,secondary,no,734,yes,yes,cellular,17,1,-1,0,,no
2010-07-14,47,blue-collar,married,secondary,no,1875,yes,no,cellular,157,3,-1,0,,no
2010-05-16,28,blue-collar,single,secondary,no,1112,yes,no,,827,2,-1,0,,no
2009-05-28,23,student,single,,no,854,yes,no,,664,2,-1,0,,yes
2009-11-17,35,management,married,tertiary,no,209,yes,no,cellular,188,1,-1,0,,no
2008-12-13,23,unemployed,single,tertiary,yes,96099,yes,yes,telephone,1090,47,442,172,success,no
2008-08-06,58,retired,married,secondary,no,4,no,yes,cellular,147,1,-1,0,,no
2008-07-12,40,admin.,married,secondary,no,457,no,no,,9,1,-1,0,,no
2010-09-08,30,blue-collar,single,secondary,no,161,no,yes,telephone,298,3,-1,0,,yes
2009-05-06,32,management,married,tertiary,no,2218,yes,no,cellular,37,2,-1,0,,no
2010-02-27,30,management,single,tertiary,no,5561,yes,no,cellular,195,1,100,1,success,yes
2009-09-11,60,admin.,married,,no,478,no,no,cellular,324,8,-1,0,,no
2008-05-18,38,admin.,single,secondary,no,1560,yes,no,cellular,9,2,178,3,failure,no
2009-12-14,77,entrepreneur,single,tertiary,no,69041,yes,yes,telephone,952,23,232,255,failure,no
2010-06-19,59,housemaid,married,primary,no,1071,no,no,,140,1,-1,0,,no
2010-05-14,38,technician,divorced,tertiary,no,1307,no,no,cellular,294,2,-1,0,,no
2009-05-13,46,entrepreneur,single,tertiary,no,580,yes,no,,36,1,-1,0,,no
2009-05-18,52,blue-collar,married,secondary,no,266,yes,no,cellular,87,2,299,3,other,no
2008-09-14,91,student,divorced,secondary,no,79815,yes,no,telephone,3739,37,213,266,success,no
2010-11-17,45,self-employed,married,tertiary,no,582,no,no,cellular,148,1,-1,0,,no
2008-01-29,27,management,married,tertiary,no,145,no,no,cellular,103,1,-1,0,,no
2009-11-20,44,self-employed,married,primary,no,0,no,no,cellular,843,3,-1,0,,no
2010-07-01,78,retired,divorced,primary,no,2787,no,no,telephone,372,1,-1,0,,yes
2009-09-02,27,technician,single,tertiary,no,1075,no,no,cellular,529,2,184,1,success,yes
2008-05-07,59,admin.,single,secondary,no,2166,yes,yes,cellular,574,1,-1,0,,yes
2008-01-29,36,management,married,tertiary,no,0,yes,no,cellular,86,1,237,17,other,no
2008-07-23,28,services,single,tertiary,no,2938,yes,no,cellular,184,2,-1,0,,no
2009-05-15,33,services,married,secondary,no,174,yes,no,cellular,45,1,298,1,other,no
2010-08-28,38,management,married,tertiary,no,0,no,no,cellular,77,18,-1,0,,no
2008-07-23,46,technician,married,secondary,no,416,yes,yes,cellular,361,3,-1,0,,no
2008-01-28,36,student,single,tertiary,no,129,no,no,cellular,918,1,93,1,success,yes
2008-08-12,38,technician,married,tertiary,no,940,no,no,cellular,191,7,-1,0,,no
2009-07-10,37,entrepreneur,married,tertiary,no,227,yes,no,cellular,283,1,-1,0,,no
2010-08-04,66,retired,married,primary,no,12767,no,no,telephone,117,2,-1,0,,no
2008-05-28,57,,married,,no,327,yes,no,,74,2,-1,0,,no
2008-10-07,19,housemaid,married,primary,no,48952,yes,no,cellular,2816,29,37,135,other,no
2008-05-06,33,blue-collar,married,secondary,no,372,yes,no,,132,2,-1,0,,no
2008-02-03,44,unemployed,married,secondary,no,6178,no,no,cellular,213,3,-1,0,,no
2010-04-06,43,management,divorced,tertiary,no,20,no,no,cellular,590,2,255,2,failure,no
2010-08-20,43,management,married,tertiary,no,3186,no,no,cellular,151,1,-1,0,,no
